id	tweet	predicted_label
34239	kadinlar neden hep aglio      ERKEKLERRRR SIZIN YUZUNUZDENNNNNNN diyeni aglatirim      buradaki her kadinin ortalama 7 adet offfff cok agladm bugun gidem de dusta sessizce aglayam kafami yastiga sokam aglayam minvalinde tivitleri var	NOT
41451	6222 kere şerefinize tüküreyim pislikler içinde boğulun inşallah	NOT
12924	@USER Olm sizinle arenada oynıycaz kendinizi ona saklayın. Madem bu işler o kadar kolaydı 3 tane yemeseydiniz. Alanyayı hakemle yendiniz size hayırlı işler birader. Malatya bizi kendi evimizde yenmesi mucize olur neyin algısı bu !	NOT
33303	@USER @USER Nolur bulun bana şu iki orospu cocuğunu ya	OFF
34035	@USER Komünizm için mücadele eden piçlermi Atatürk’ün yolundan gidiyordu.	NOT
13986	Bir kadını etkilemenin tek yolu onun seni istemesidir	NOT
32839	@USER Popülist solcu..   Aslında TR de sağ çok daha sosyal , sol alabildiğine faşist.   Ama emperyalizmin beslemeleri bu detaylarla hiiiiçç ilgilenmezler...	NOT
15693	"@USER ""Tarafsız Haberci"" siz mi oluyorsunuz? Siz milleti geri zekalı mı sanıyorsunuz? Senden ve Mortakaldan daha taraflı gazeteci kim var?"	OFF
36886	Biz ayrımcılığa son için her platformda kadro istedik siz sözleşmelilerinde kendi arasında ayrımcılık çıkardınız bu Adalet değil #SözlesmeliyeAyrımsızKadro	NOT
13103	"@USER Benim inancıma göre dedim çünkü ""biz müslümanlar"" üzerinden ahkam kesmek istemedim.:)DİN hayatın kendisidir.DİNİ HAYAT diye bir ayırıma zaten kökünden karşıyım. Ve bu hayatın referanslarını bu tek din olan İSLAM üzerinden doğru algıladığımız zaman Adem olan İNSANLIK mertebesine"	NOT
21303	@USER Şu Belhanda piçini gönderin amk arabistan’da oynasın kafasını siktiğim yobazının işi ne burada	OFF
25800	Ne yaparsanız yapın.. İsterseniz gidin kendinizi s*ktirin ! Ama asla birilerine FİKRİNİZİ VE ZİHNİNİZİ SATMAYIN !    Burada bitane “Beşiktaş’ı savunuyor”   gibi görünen erkeğin OR*SPUSU var..   Fahişeler ondan daha onurlu yaşıyor.	NOT
10500	Tatliss insanlar begenilerini gösteriyor art niyet barindrmadn sosyal mecralarda anca senin gibi varoslar evli adam dûsürür sonra en yakin arkadaslarina verir falan fistan iste demem o ki orospu kisilik herkesi kendi gibi görûr yanina yandas arama sen tek basina STAR’sin🤣🤣❤️	OFF
34930	Hahash siz tepemize cikardiniz bu adami king king diye	NOT
38820	Bangtan askere gitse bile gruplarınız yine ilgi görmeyecek. Army yine Bangtanın eski şarkılarını dinliycek. Army’nin aradığı şey kalite bu da gruplarınızda olmadığına göre flop geldiniz floğ gideceksiniz @USER	NOT
33429	@USER @USER @USER Hayvanlar mal, eğlence aracı değildir. Hayvan sömürüsünden para kazanan ahlaksız sirklere yasak getirmeniz gerekirken, sizler onları mı davet ediyor sunuz? #Ayıp #hayvanözgürlüğü #hayvanlaraadalet #hayvanhakları	OFF
41347	@USER    Saygıdeğer Hocam;      Sizin gibi, hayatının merkezine dini almış biri, haksızlık karşısında keşke dememeli. Haksızlığı yapanları Allah'ın ayetleriyle ikaz etmeli.      Size bu şekilde yazarak hadsizlik yaptıysam özür dilerim ama düşüncem bu.	NOT
36406	@USER 25 yıllık Melih Başkan zamanında ben yağmurdan ölen kimseyi duymadım. Ama sizin ihmaliniz sonucunda maalesef vefat eden kişiler oldu. Bence kendinizi bir sorgulayın..	NOT
30552	Asıl dava, kendini inşa denen şeydi, insan olma, temiz kalma, dünyanın saldırılarına elden geldiğince mukavemet etme davasıydı.   ...   Belki de dünyanın kirine pasına fazlaca bulaştığından, şiir, tasını tarağını toplayıp da gitmişti.	NOT
32988	@USER Bu şerefsizlerin maskesini düşürmek bize farz oldu	NOT
11908	@USER Şaka yaptınız değil mi bu görüşle. Yeni tabirle bizi trollediniz :)	NOT
38263	Asla başka insanlar üzülmesin diye kendini üzme. Unutma sen kaldırabiliyorsan onlar da kaldırabilir.	NOT
26139	@USER @USER Aman sakınha oğlun ölmüş seçime kadar görmezden gel...biz halledecez çünkü bizden daha şerefsizi yok!!! Bu adamın yaşadığı Evlat acısının mislini birgün görmeniz dileği ile😡seçen seçilenden farksızdır ...	NOT
33673	@USER Merak ediyorum acaba ne söylüyor.Neden penaltı vermediniz biz sizinle boyle mi anlastık mı diyor?	NOT
31308	@USER  kardeşim behzat ç profilin var biraz diziyle ilgili paylaşımlar yapsana, yeni bölümleriyle ilgili bilgiler edinip bilgi versene ya, behzatın ekmeğiyle takipçi kasıyorsun sanırım.	NOT
13390	#AdliEşitYasaİleAdaleteGüven   Önce haince içerde çürütülen canlarımız için geniş kapsamlı af sonra oy 8 milyon söz veriyor @USER @USER @USER @USER @USER @USER @USER	NOT
29230	ATATÜRK ve İNÖNÜ ülke kurtarıp, devlet kurdular! Ancak, sahip çıkmadık ve yönetimini,  rusya'dan, ordan burdan gelmiş, TÜRK olmayan sığıntı hain, hırsız, cani   rus (laz-çerkez-gürcü-ermeni...), rum, yahudi, arap sinsilere teslim ettik. Bizi soyup, süründürüyorlar! BİRLİK TÜRK!	OFF
14718	Hayatımda ilk defa bir sınav için sabaha kadar ders çalıştım artık tüm bunlara rağmen veremezsem bu kendini bilmez eşyacının ahiret sorumluluğuna dahil olacaktır	NOT
15387	@USER @USER Sizin o haddini bilmeyen başkanınınz HDP seçmenine saygı gösterip adam gibi oy istese belki anlayış gösteriler. Kalkıp kapatacaz dersen doğal hakettiği cevabı alır.Ben senin yerinde olsadım Selocanın yazısını okuduktan sonra HDP oy verirdim.    Yazık çok yazık üzülüyorum Size..	OFF
43671	+hint sevmemek de ırkçılığa girmez	NOT
15199	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ulan hayatımda bu kadar aptalı bir arada görmedim	NOT
41312	İyi oldu iyi helal olsun denizli bu kendini bilmez oyunculara ve yönetime bir tokat lazımdı. Belki akılları başlarına gelir.	NOT
22570	Orospulukta erken teşhis çok önemli	NOT
27711	@USER Ne kadar seviyesiz bi insansın sen. sanki BTS videoları çok az izleniyor da bunları söylemeye hakkin varmış gibi geri zekalı varlık. Kızlara  hakaret etmicem ben çünkü senin kadar düşmedim...	NOT
17632	Hor baktık mı karıncaya,   Kırdık mı kanadını serçenin,   Vurduk mu karacanın yavrusunu,    Ya! Biz nasıl kıyarız insana...   H. H. Korkmazgil	NOT
27752	@USER Sen ahlaksiz bir adamsın. Kim bilir kaç gerillanın kaç mahsun Kurdun kaninin akmasinda parmağın vardır.	NOT
20300	@USER Seninle mesajlaşırken aptalca gulumsememin sebebini kimse acıklayamaz mesela	NOT
12067	Vatan ve bayrak sevgisiyle yetişen her vatandaş gibi bizlerde okullarımızda terörist istemiyoruz ve gerekli mücadel👥	NOT
30118	bi bitmediniz ya. Ne zaman böyle diyen bir kız görsem istemsizce direk soğuyorum ondan	NOT
10799	Hiç yaşanmamış olmasıni istediğiniz bir günü yok saymak için ne yapardınız ?	NOT
18658	Hiçbir ayrim yapmadan tum mazlum ve mağdurlara sahip cikabildigimiz zaman dünyada ve ülkemizdeki  zalimler devrilip gidecektir. Hâlâ bu noktaya gelemedik herkes kendi mağdurunu öne çıkarması normaldir ama diğer mağdur ve mazlumları da savunmak  insani ve dini sorumluluğumuzdur	NOT
20837	Seni affedecek kadar olgunum ama tekrar güvenecek kadar aptal değilim. &W. Golding	NOT
41530	@USER Hoştlan domuz oğlu domuz domuzun sözü kabul olsa gökten senin gibilerin leşi yağardı şerefsiz poseftik	OFF
29479	Bu tffdekilerle aziz yıldırım  Bi oyunmu onuyolar acaba  Alikoçu yıpratalım  bıktıralım çekip gitsin  yerine Azizi getirmek istiyorlar acaba  bu kadar hakem hatası  bu seneye kadar hic olmamaştı   sonuna kadar Alikoç biz yıldıramaz sınız herkes haddini bile	NOT
22086	@USER Ulan sapık piç otel odalarinda ki sapikliklarin tescilli onlari da mi inkär ediyorsun?Millet senin gibi bir böceğe niye iftira atsın?Kimsin ulan sen?Yaptığı pislikleri saray yalakalığı ile ört bas eden çakalın tekisin.Bak oğlum içeri düşersen ipne yaparlar seni orda.Rahat dur	OFF
45117	Sayın @USER bakan değil gören olacağınızı söylediniz. Fakat gelinen noktada mesleki etik ve ilkelerimize uygun bir yönetmeliğimiz bile yok. Görüşe sunduğunuz taslak metin meslektaşlarımızın sorunlarını çözmemiştir. Bir önceki ile farkı yoktur. #ÇağdaşPdrYönetmeliği	NOT
35919	@USER @USER Bak kardeşim. Bu adam (Cbbeli)bu konuşmalarından veya başka dini sohbetlerinden para falan kazanmıyor; ihtiyacı da yok; babadan zengin; hatta cebinden para veriyor. Keşke sen de yapabilsen.	OFF
41365	"@USER @USER Bugün de biz ""hanımım"" deriz. Ismi bir tek ona ve ehline söylenir. Bunu da planlayarak yapmayız. Bu elde olmayan bir hürmet, onu sakınışımızın ifadesi olan bir jesttir. Annelerimizin ismini ""anne"" diye haber veririz. Yani buna da bazıları delilik, yobazlık diyebilirler. Sorun yok"	NOT
39366	Insanın kardeş gibi kuzeninin olması ne güzel ya   Sen doğru yolu göremezsin o sana yol gösterir   Yoksa aptal gibi diretecektim bu sevdayı	NOT
10047	@USER @USER Evet evet ilahiyatın sapık ,hadis inkarcısı ve ihlassız sözde hocalarını toplumu zehirlemek için kullanabilirsiniz bende bir ilahiyat öğrencisiyim ve herşeye şahidim.	NOT
30592	@USER @USER A 101 e karakter gelmiş bi kaç kilo alsana kendine piç	NOT
13593	Bir konserde Jin öpücük atarken gözlüğü Armylerin arasına fırlıyor ve bir Army alıyor ama bilin bakalım sonra noluyor    Army bighit amcaya ulaşıp gözlüğü geri jine gönderiyor peki soru şu  SİZ OLSANIZ GERİ  GONDERİRMİYDİNİZ #MTVLAKPOPBTS #PremiosMTVMIAW @USER	NOT
37813	Sayın ÇETİN   1-Futbol imamı E.B'nun transferini onaylamadığınızı söylüyorsunuz.   Gerekçenizi de açıklarmısımız?   2-Genç TC'ne karşı ayaklanma başlatan Kürt Sait'in albay lakaplı Erganili tetikçisii Şevki'nin torunudan kahraman yaratmanızın gerekçesi nedir?   Yalanlarına mı inandınız?	NOT
17461	tuvaletin kapısını açamayınca dolu olduğunu düşünüp kapısında boşa bekliyomuşsun gibi bi hayat	NOT
31062	Türkiye’de ırkçılık mı var? Bu nefret söylemi değil midir? Proje gibi vallahi..	NOT
26390	Kitap, adından anlaşılacağı üzere, iki karakter ve çevresindeki insanların hikayesini ele alır. Kitap, 1875 yılında yayımlanır. Dikkatimi ilk çeken, dönem İstanbul'unun, çok kültürlü halidir ki bu hal kitap karakterlerinin kökeninde kendini belli eder.	NOT
33531	"@USER @USER @USER Mayalamak tan kasıt devletin bütün kurumlarına sızmak... Fetö bu ülkede mayalanirken hepiniz oradaydiniz...Tek başına bu söylem bile ""evet biz yaptık"" demektir. Kandirilmadiniz."	NOT
38841	Bir örgütün üyelerinin bölünerek çatışması durumunda görülen durumdur, bu yaşanan süreç. Bu hainleri diğer hainlerden ayıran tek şey, fetö nün iktidar kanadı olmalarıdır.	NOT
19002	@USER Seninki maçoluğu sevmek değil körü körüne aptal gibi itaat etmek düşünce sistemine anlam verebilmiş değilim gerçekten	NOT
40667	en yakın arladasım beni fatmagülün suçu ne'deki pis yengeye benzetiyor hsmdoföcpaçdğfçsüd	NOT
16733	@USER Bunlarınkide ayrı ceza: Kazanırlarsa Özil ve Gündoğan sayesinde, onada ırkçı ruhları dolayısıyla sevinemiyorlar ama kaybederlerse, #Özil ve #Gündoğan golu atmadılar diye. Yani bizimle üzgün, bizsiz hiçler!🤓😂	NOT
19100	İyiler erken ölür derler,ne zaman ölecegimi bilmiyorum ama sizden önce öleceğim kesin..      Diriyken ne hayrınız oldu AMK kimle ne bok pis işiniz varsa görün benden uzak olunda.	OFF
10008	@USER Ondan sonra bu sapık adam sikini bana sürttü.	NOT
30488	"@USER @USER Erdogan;daha birsey yokken""gülen'i bitirme planı 2004 mgk""da Samimi sekilde imzaladi,bitmesi icin de,kendince;bütün adimlari dogru atti,Nasilki;Medya ve hassaten Dogan Grubununda Dogru attigi gibi.Sasilacak olan Cemaatin;Hayati ve olaylari okuyamamasi tabiri caizse apisip kalmasi"	NOT
36889	@USER @USER Hosgeldiniz abi sasirdik sizi gordugumuze burad	NOT
27299	Twitter da daha önce atılmış yererlerdi tekrar tekrar atıp ve bu tweetler ilk defa görüp beğenen bi güruh var siktirin gidin Facebook’a amk	OFF
43985	@USER Merhaba. Özür dileyerek sormak istiyorum. Şimdi siz hain misiniz vatanperver mi.    Hayır hainseniz ve sizi seven takip eden twitlerinizi beğenenlerde ben de dahil hain mi oluyoruz. Kısacası efendim sizi sevmeyenler niçin sevmiyor?	NOT
10904	Kardeşim (14): Abla intihar etme yöntemi söylesene bana      Ben: Bizim evden kendini at ne de olsa 12. Kat       Kardeşim: Yok o kesin ölüm olur       Acaba aklında nasıl bi intihar hayali kuruyor bu çocuk gdjsgdjsj	NOT
31224	@USER @USER Bunlar pislik akıl.Uydurulmuş Yahudi adetlerini ülkemizde utanmadan birde mevki ve para alarak pazarlıyor namussuzlr	OFF
43112	the perfection (2019) filminin nesini beğenmediniz zevksiz rezalet insanlar	NOT
43625	@USER @USER Tarım ve Orman Bakanlığında    👉Atamalar orman kısmına   👉Projeler orman kısmına      2. çeyrekte norm bitecek, ardından atama dediniz...      Norm bitti... Bahane kalmadı...   Ama 2 yıldır olduğu gibi yine TARIMA ATAMA YOK!   #ZiraatMühendisleriAtamaBekliyor      OrmanAtandı SıraTarımda   3	NOT
35389	@USER Kendini çok yorma ve iyice dinlen	NOT
13370	Yani son dönem İnsanlık Deccaların fitneleri ile anarşizm ,ahlaksızlık ve dinsizliğe kayıp yoldan çıkınca Allah ebabil kuşu gibi ceza ve uyarı olarak yerde bir canlı türünü helak edici olarak gönderiyor..bu Dabbe-tül Arzdır..	NOT
42788	@USER yüz altmış bin kişi işinden atılıp terörist damgası vururken adeta soykırıma uğrarken hak adına insanlık adına hukuk adına hiç bir itirazın olmadı suçları yoksa dönerler  ne kadar zormuş değilmi allah yavaş yavaş kendi tartınızla tartıyor sizi keşke samimi olsanız ama nerde	NOT
32249	@USER abi bizim  adalet içişleri bakanları ne yapmış bunca şerefsizlige ragmen hiçmi bu sandıklarda görev yapan gorevlileri sorgula mamışlar yazıklar olsun onlara feto sandık operasyonu  nda başarılı oldu	NOT
22985	@USER @USER Dönmesine karşı değildim,çok iyi topçu adam olur fayda sağlar diyordum. Ama Arda uçmuş,kendini yok etmeye kararlı.	NOT
40089	@USER Bknz ben. Zamanında girseydim 3 e falan geçmem gerkirdi ama bile isteye bidaha mezuna kaldım boş bi bolume gitmeltense mezuna kaldığın zaman içinde kendini biraz daha iyi tanıyosun aslında farklı bi atmosfer oluyo kafayıda yiyosun gerçi biraz ama o ayrı mesele:)	NOT
40755	@USER Her yanda inilti duymuyor kimse,   Bayramı gelmiş gülmüyor kimse,   Şu suçsuz masumların suçları neyse   Tez zamanda kurtar Allah’ım...   (VATANSEVER KHK LI TERÖRİST)	NOT
30165	@USER Mutluluk kapısı kapandığı zaman bir gün mutlaka bir diğeri açılır    fakat kapalı kapıya o kadar çok bakarız ki, yeni açılan kapıyı göremeyiz.	NOT
18739	@USER Bu ülkenin değerlerine yapılan her türlü saldırı hakaret ve eylem cezalandırılmalı. Dün ODTÜ de yapılan ahlaksızlık bugün Anıtkabir' de yapılan Ahlaksızlık arasında bir fark yok. Gereken cezalar en ağır perdeden verilmeli...	NOT
37460	Bu köprüleri geçen sene yapmamış mıydınız ?  @USER  Belediye değiştiğinden İstanbul’a eziyet etmek mi derdiniz ? 2 aylık bakım mı olur ? Mahkeme kararı mı istersiniz iptal için ?	NOT
37990	@USER @USER Bu Arap sokağını anlamadınız gitti. Daha doğrusu onlar da anlamamış. Bu “One Minute sendromu” geçsin artık.	NOT
20228	@USER Kadınları anlayamıyorum diyen erkek lar ekini cıkarıp kadınınla ilgilen belki anlarsın	NOT
43226	@USER Lan şerefsiz terörist @USER  sen bizim adımıza nasıl götürürsün lan selamı sana  toplu dava açma çalışması başlattık az sabır şerefsiz	OFF
21323	#GörselveTeknoyaAdilatama    Sanata gerekli önemin, değerin verilmesi ümidiyle. Bakan değil gören olacağınızı söylediniz sesimizi de duyun lütfen🙏   @USER @USER  @USER @USER  @USER	NOT
17666	@USER Çocuklara dokunmaktan ne zevk alırlar anlamam. Ama bu şerefsizliği yapan itlere işkence yapılması lazım.	NOT
45472	2019 senesi çok şey aldın benden siktir git artık	NOT
35138	Bu ülke ne ara bu kadar aptal doldu! Şu taga yazılanlar saç baş yolduracak cinsten saçmalık barındırıyor.    #NamjinBestDancers	OFF
23650	Cumhurbaşkanımız Erdoğan: Ben Türk’üm ama Türkçü değilim. Irkçılık bizim dinimizde yasaklanmıştır. #AndımızİstiklalMarşımızdır	NOT
28716	@USER Pardon da, Türk devletinin Ovacık'lı komünisti sevdiğini nereden çıkardınız? Hazine Ovacık'taki üç büyük araziyi ihaleye çıkarmadı mı? Ya da akit HDP ile TKP'yi PKK'nın uzantısı olarak göstermedi mi haberinde?	NOT
